0,score
0.009881022,0.009881022
0.25909147,0.25909147
0.006298068,0.006298068
0.012597161,0.012597161
0.0069701723,0.0069701723
0.0021066603,0.0021066603
0.004222245,0.004222245
0.0012930175,0.0012930175
0.3578756,0.3578756
0.008234104,0.008234104
0.0023719603,0.0023719603
0.14062081,0.14062081
0.1735136,0.1735136
0.19681963,0.19681963
0.41740516,0.41740516
0.004416103,0.004416103
0.20581396,0.20581396
0.00064288214,0.00064288214
0.19649056,0.19649056
0.020326057,0.020326057
0.0652305,0.0652305
0.009766711,0.009766711
0.34899873,0.34899873
0.32414028,0.32414028
0.0107025895,0.0107025895
0.017835,0.017835
0.04562906,0.04562906
0.0026186362,0.0026186362
0.15988547,0.15988547
0.1823487,0.1823487
0.011837933,0.011837933
0.82902974,0.82902974
0.74580103,0.74580103
0.2921254,0.2921254
0.044733196,0.044733196
0.019098328,0.019098328
0.13949946,0.13949946
0.013084423,0.013084423
0.1168992,0.1168992
0.07301197,0.07301197
0.022623783,0.022623783
0.013243394,0.013243394
0.03771148,0.03771148
0.021702193,0.021702193
0.0575457,0.0575457
0.11066665,0.11066665
0.0018023605,0.0018023605
0.094002284,0.094002284
0.0028825388,0.0028825388
0.03271872,0.03271872
0.008326186,0.008326186
0.017773563,0.017773563
0.029195402,0.029195402
0.10618033,0.10618033
0.1663503,0.1663503
0.3073387,0.3073387
0.0063354503,0.0063354503
0.016055958,0.016055958
0.63122785,0.63122785
0.08809509,0.08809509
0.027302738,0.027302738
0.011336659,0.011336659
0.42352504,0.42352504
0.0004407014,0.0004407014
0.012539463,0.012539463
0.73639524,0.73639524
0.03702523,0.03702523
0.038967934,0.038967934
0.023925684,0.023925684
0.0049166703,0.0049166703
0.008663102,0.008663102
0.051559947,0.051559947
0.0022039446,0.0022039446
0.089347094,0.089347094
0.0071249325,0.0071249325
0.028466517,0.028466517
0.036967427,0.036967427
0.0019035611,0.0019035611
0.030192442,0.030192442
0.3794396,0.3794396
0.6974681,0.6974681
0.0013858468,0.0013858468
0.024838703,0.024838703
0.2973688,0.2973688
0.013955297,0.013955297
0.024819536,0.024819536
0.21120691,0.21120691
0.0038735396,0.0038735396
0.047708277,0.047708277
0.014146866,0.014146866
0.003178183,0.003178183
0.019589432,0.019589432
0.11753515,0.11753515
0.3514226,0.3514226
0.39648944,0.39648944
0.06553709,0.06553709
0.03736672,0.03736672
0.032743294,0.032743294
0.17644514,0.17644514
0.0005943935,0.0005943935
0.0054003857,0.0054003857
0.000880022,0.000880022
0.00060439366,0.00060439366
0.017406704,0.017406704
0.10915102,0.10915102
0.0021496324,0.0021496324
0.00093144295,0.00093144295
0.0021585557,0.0021585557
0.0066455714,0.0066455714
0.08670692,0.08670692
0.0023641505,0.0023641505
0.1721019,0.1721019
0.8070259,0.8070259
0.9341441,0.9341441
0.0010690653,0.0010690653
0.25362524,0.25362524
0.043014266,0.043014266
0.029270906,0.029270906
0.064941436,0.064941436
0.10030794,0.10030794
0.00518308,0.00518308
0.00096576783,0.00096576783
0.01819066,0.01819066
0.0049673263,0.0049673263
0.026036909,0.026036909
0.099706516,0.099706516
0.02197761,0.02197761
0.033893332,0.033893332
0.0032260844,0.0032260844
0.05610588,0.05610588
0.009724591,0.009724591
0.10859664,0.10859664
0.010270565,0.010270565
0.46509486,0.46509486
0.18736807,0.18736807
0.0005267087,0.0005267087
0.48697037,0.48697037
0.052890513,0.052890513
0.005602527,0.005602527
0.016279813,0.016279813
0.003860821,0.003860821
0.004219517,0.004219517
0.31290585,0.31290585
0.004437549,0.004437549
0.04310088,0.04310088
0.007289298,0.007289298
0.17996146,0.17996146
0.044794634,0.044794634
0.77809906,0.77809906
0.13085671,0.13085671
0.012419257,0.012419257
0.0035322811,0.0035322811
0.00035974555,0.00035974555
0.28421608,0.28421608
0.04884301,0.04884301
0.03372503,0.03372503
0.4781543,0.4781543
0.009578167,0.009578167
0.0006638235,0.0006638235
0.017967885,0.017967885
0.036731385,0.036731385
0.0065257316,0.0065257316
0.23289992,0.23289992
0.004777194,0.004777194
0.101488695,0.101488695
0.049592406,0.049592406
0.054099977,0.054099977
0.010921776,0.010921776
0.31315377,0.31315377
0.037141446,0.037141446
0.21405098,0.21405098
0.18627861,0.18627861
0.4407565,0.4407565
0.84127,0.84127
0.011268709,0.011268709
0.2204743,0.2204743
0.34845442,0.34845442
0.007988577,0.007988577
0.14137113,0.14137113
0.000752623,0.000752623
0.107702024,0.107702024
0.0143813295,0.0143813295
0.07894026,0.07894026
0.05470087,0.05470087
0.024716,0.024716
0.014392519,0.014392519
0.077736095,0.077736095
0.022946129,0.022946129
0.035802763,0.035802763
0.011577718,0.011577718
0.004830038,0.004830038
0.08075876,0.08075876
0.057344228,0.057344228
0.0017612869,0.0017612869
0.065083936,0.065083936
0.0051133265,0.0051133265
0.29959667,0.29959667
0.31837213,0.31837213
0.005779644,0.005779644
0.0070307585,0.0070307585
0.0048013744,0.0048013744
0.0032551824,0.0032551824
0.23763639,0.23763639
0.024316503,0.024316503
0.892831,0.892831
0.002829096,0.002829096
0.0049906448,0.0049906448
0.013482419,0.013482419
0.06629821,0.06629821
0.079816796,0.079816796
0.0008777627,0.0008777627
0.036910668,0.036910668
0.015146128,0.015146128
0.016535984,0.016535984
0.004491998,0.004491998
0.008814421,0.008814421
0.035416756,0.035416756
0.008055375,0.008055375
0.33574727,0.33574727
